egp_name,n_sas,soma_horas_sas,soma_loc,categoria_predominante,pipeline_family,n_sas_sem_dup,soma_horas_sas_sem_dup,soma_loc_sem_dup,categoria_egp,score_ponderado_egp,categoria_egp_sem_dup,score_ponderado_egp_sem_dup
Painel_COI_v4,2,1.8,14,Trivial,Painel_COI,0,0.0,0,Trivial,1.2,Trivial,
Painel_COI_v4 (2),2,4.21,14,Trivial,Painel_COI,2,4.21,14,Trivial,1.2,Trivial,1.2
Painel_Campanhas_242_2ª,9,48.71,3697,Simples,Painel_Campanhas_242_2ª,5,34.1,1205,Médio,3.35,Médio,3.05
Painel_Campanhas_242_2ª_v01,8,76.25,4233,Simples,Painel_Campanhas_242_2ª,8,76.25,4233,Médio,3.35,Médio,3.35
Painel_Campanhas_242_2ª_v02,9,24.23,3811,Simples,Painel_Campanhas_242_2ª,0,0.0,0,Médio,3.35,Médio,
Painel_Campanhas_242_2ª_v03,9,37.019999999999996,4013,Simples,Painel_Campanhas_242_2ª,1,16.0,1205,Médio,3.35,Médio,2.6
Painel_Campanhas_242_3ª_a_6ª,7,21.9,3914,Simples,Painel_Campanhas_242_3ª_a_6ª,0,0.0,0,Médio,3.35,Médio,
Painel_Campanhas_242_3ª_a_6ª (2),7,30.96,3914,Simples,Painel_Campanhas_242_3ª_a_6ª,2,12.94,210,Médio,3.35,Simples,2.15
Painel_Campanhas_242_3ª_a_6ª_OLD,7,33.68,3812,Simples,Painel_Campanhas_242_3ª_a_6ª,2,15.969999999999999,195,Complexo,3.5,Simples,2.45
Painel_Campanhas_242_3ª_a_6ª_v01,6,18.12,3872,Simples,Painel_Campanhas_242_3ª_a_6ª,0,0.0,0,Médio,3.2,Médio,
Painel_Campanhas_242_3ª_a_6ª_v02,7,22.5,3812,Simples,Painel_Campanhas_242_3ª_a_6ª,0,0.0,0,Complexo,3.5,Complexo,
Painel_Campanhas_242_3ª_a_6ª_v03,7,21.9,3914,Simples,Painel_Campanhas_242_3ª_a_6ª,0,0.0,0,Médio,3.35,Médio,
Painel_Campanhas_242_v01,9,32.28,4251,Simples,Painel_Campanhas_242,0,0.0,0,Complexo,3.8,Complexo,
Painel_Campanhas_242_v01 (2),9,39.58,4251,Simples,Painel_Campanhas_242,1,10.43,97,Complexo,3.8,Simples,2.15
Painel_Campanhas_242_v02,9,32.28,4251,Simples,Painel_Campanhas_242,0,0.0,0,Complexo,3.8,Complexo,
Painel_Campanhas_242_v02 (2),9,47.75,4251,Simples,Painel_Campanhas_242,3,22.1,276,Complexo,3.8,Médio,2.6
Painel_Campanhas_242_v02 (3),11,100.13,3013,Simples,Painel_Campanhas_242,10,99.38,2915,Complexo,3.8,Complexo,3.8
Painel_Campanhas_242_v03,9,45.24,4251,Simples,Painel_Campanhas_242,2,18.509999999999998,1303,Complexo,3.8,Médio,2.6
Painel_Campanhas_242_v04,9,91.34,4240,Simples,Painel_Campanhas_242,7,86.03,3741,Complexo,3.8,Complexo,3.65
Painel_Campanhas_242_v05,9,62.05,4264,Simples,Painel_Campanhas_242,4,42.53,2479,Complexo,3.8,Médio,3.05
Painel_Campanhas_242_vf,9,23.849999999999998,4137,Simples,Painel_Campanhas_242_vf,0,0.0,0,Médio,3.35,Médio,
Painel_Campanhas_242_vf (2),9,79.51,4137,Simples,Painel_Campanhas_242_vf,9,79.51,4137,Médio,3.35,Médio,3.35
Painel_Campanhas_242_vf (3),6,30.529999999999998,2903,Simples,Painel_Campanhas_242_vf,4,21.61,748,Médio,3.2,Simples,2.4
Painel_Campanhas_242_vf_01,10,59.86,3229,Simples,Painel_Campanhas_242_vf_01,7,54.81,3001,Médio,3.35,Médio,3.35
Painel_Campanhas_242_vf_01_TESTE_LIVE,9,45.31,4131,Simples,Painel_Campanhas_242_vf_01_TESTE_LIVE,4,32.86,2397,Médio,3.2,Médio,2.75
Painel_Campanhas_242_vf_02,9,40.49,4038,Trivial,Painel_Campanhas_242_vf_02,4,26.68,1376,Médio,3.35,Médio,2.95
Painel_Campanhas_251_09082025,13,92.78,4189,Simples,Painel_Campanhas_251,11,84.36,3794,Complexo,3.8,Complexo,3.5
Painel_Campanhas_251_120202025,7,20.64,3755,Simples,Painel_Campanhas_251_120202025,0,0.0,0,Médio,3.1,Médio,
Painel_Campanhas_251_120202025 (2),7,68.8,3755,Simples,Painel_Campanhas_251_120202025,7,68.8,3755,Médio,3.1,Médio,3.1
Painel_Campanhas_251_2ª,9,58.92,3481,Simples,Painel_Campanhas_251_2ª,6,51.49,2896,Médio,3.2,Médio,2.9
Painel_Campanhas_251_2ª_v01,9,24.38,3787,Simples,Painel_Campanhas_251_2ª,0,0.0,0,Médio,3.35,Médio,
Painel_Campanhas_251_2ª_v02,9,49.96,4142,Simples,Painel_Campanhas_251_2ª,3,32.86,1512,Médio,3.35,Médio,2.9
Painel_Campanhas_251_2ª_v03,9,26.96,4142,Simples,Painel_Campanhas_251_2ª,0,0.0,0,Médio,3.35,Médio,
Painel_Campanhas_251_2ª_v03 (2),9,26.96,4142,Simples,Painel_Campanhas_251_2ª,0,0.0,0,Médio,3.35,Médio,
Painel_Campanhas_251_3ª_a_6ª_v01,7,21.59,3739,Simples,Painel_Campanhas_251_3ª_a_6ª,0,0.0,0,Médio,3.2,Médio,
Painel_Campanhas_251_3ª_a_6ª_v02,7,60.55,3863,Simples,Painel_Campanhas_251_3ª_a_6ª,5,56.25,3331,Médio,3.25,Médio,2.95
Painel_Campanhas_251_3ª_a_6ª_v03,7,41.089999999999996,3865,Simples,Painel_Campanhas_251_3ª_a_6ª,2,28.45,2184,Médio,3.25,Simples,2.4
Painel_Campanhas_251_3ª_a_6ª_v03 (2),7,21.18,3863,Simples,Painel_Campanhas_251_3ª_a_6ª,0,0.0,0,Médio,3.25,Médio,
Painel_Campanhas_251_Conversao,3,11.81,227,Trivial,Painel_Campanhas_251_Conversao,2,10.91,184,Simples,1.95,Simples,1.95
Painel_Campanhas_251_Conversao_202502171912,3,4.17,227,Trivial,Painel_Campanhas_251_Conversao_202502171912,0,0.0,0,Simples,1.95,Simples,
Painel_Campanhas_251_Conversao_202502171923,3,4.17,227,Trivial,Painel_Campanhas_251_Conversao_202502171923,0,0.0,0,Simples,1.95,Simples,
Painel_Campanhas_251_teste,7,21.01,3736,Simples,Painel_Campanhas_251_teste,0,0.0,0,Médio,2.95,Médio,
Painel_Campanhas_251_teste (2),7,28.21,3736,Simples,Painel_Campanhas_251_teste,2,10.28,184,Médio,2.95,Simples,1.9
Painel_Campanhas_251_teste (3),7,27.75,3764,Simples,Painel_Campanhas_251_teste,2,9.82,212,Médio,3.1,Simples,2.05
Painel_Campanhas_251_v00,7,39.22,856,Trivial,Painel_Campanhas_251,6,38.47,813,Médio,2.9,Médio,2.9
Painel_Campanhas_251_v01,8,28.81,4061,Simples,Painel_Campanhas_251,0,0.0,0,Complexo,3.55,Complexo,
Painel_Campanhas_251_v01 (2),9,48.370000000000005,4197,Simples,Painel_Campanhas_251,2,24.02,1144,Complexo,3.7,Médio,2.8
Painel_Campanhas_251_v02,11,35.54,4766,Simples,Painel_Campanhas_251,0,0.0,0,Complexo,3.85,Complexo,
Painel_Campanhas_251_v02 (2),11,75.13,4766,Simples,Painel_Campanhas_251,5,56.57,3690,Complexo,3.85,Médio,2.85
Painel_Campanhas_251_v03,13,58.17,5206,Simples,Painel_Campanhas_251,5,30.21,1711,Complexo,3.85,Simples,2.55
Painel_Campanhas_251_v03 (2),11,90.6,4788,Simples,Painel_Campanhas_251,8,78.67,3988,Complexo,3.85,Complexo,3.4
Painel_Campanhas_251_v03_202501151526,11,45.05,4813,Simples,Painel_Campanhas_251_v03_202501151526,1,13.59,1084,Complexo,3.85,Simples,2.4
Painel_Campanhas_251_v04,12,44.980000000000004,3748,Simples,Painel_Campanhas_251,4,17.02,241,Complexo,3.7,Simples,2.2
Painel_Campanhas_251_v04 (2),11,48.35,4787,Simples,Painel_Campanhas_251,3,18.3,654,Complexo,3.85,Simples,2.45
Painel_Campanhas_251_v04 - Copy - 02,11,35.54,4787,Simples,Painel_Campanhas_251_v04 - Copy - 02,0,0.0,0,Complexo,3.85,Complexo,
Painel_Campanhas_251_v04_old,11,43.52,4549,Simples,Painel_Campanhas_251,2,12.81,907,Complexo,3.85,Simples,2.1
Painel_Campanhas_251_v05,11,28.19,3012,Trivial,Painel_Campanhas_251,0,0.0,0,Complexo,3.95,Complexo,
Painel_Campanhas_251_v05 (2),11,73.12,4081,Simples,Painel_Campanhas_251,6,57.16,3238,Complexo,3.95,Médio,3.2
Painel_Campanhas_251_v05 (3),11,40.49,3885,Simples,Painel_Campanhas_251,2,9.78,244,Complexo,3.85,Simples,1.8
Painel_Campanhas_251_v05 - Copy,13,62.910000000000004,3938,Simples,Painel_Campanhas_251,4,43.41,2746,Complexo,3.85,Médio,2.7
Painel_Campanhas_251_v05 - Copy 01,20,69.31,3899,Trivial,Painel_Campanhas_251,12,44.06,948,Complexo,3.85,Médio,2.95
Painel_Campanhas_251_v05 - Copy 02,15,68.57,3316,Trivial,Painel_Campanhas_251,9,52.16,2408,Complexo,3.85,Médio,3.25
Painel_Campanhas_251_v06,11,42.910000000000004,4353,Simples,Painel_Campanhas_251,1,9.8,373,Complexo,3.95,Simples,2.1
Painel_Campanhas_251_v06 (2),11,51.04,3981,Simples,Painel_Campanhas_251,3,25.1,1128,Complexo,3.95,Médio,2.9
Painel_Campanhas_251_v07,28,71.51,4494,Trivial,Painel_Campanhas_251,20,41.22,758,Complexo,3.8,Simples,2.05
Painel_Campanhas_251_v07 (2),11,79.14,4450,Simples,Painel_Campanhas_251,6,60.48,2249,Complexo,3.95,Médio,3.35
Painel_Campanhas_251_v077,11,48.44,4451,Simples,Painel_Campanhas_251,2,17.700000000000003,564,Complexo,3.95,Simples,2.45
Painel_Campanhas_251_v08,12,39.94,4235,Trivial,Painel_Campanhas_251,2,7.54,10,Complexo,3.95,Trivial,1.35
Painel_Campanhas_251_v08 (2),12,85.82000000000001,5011,Simples,Painel_Campanhas_251,5,57.52,2769,Muito Complexo,4.25,Médio,3.35
Painel_Campanhas_251_v08B,12,70.74,4864,Simples,Painel_Campanhas_251_v08B,2,37.06,498,Muito Complexo,4.25,Médio,3.1
Painel_Campanhas_251_v09,11,39.77,3319,Simples,Painel_Campanhas_251,2,12.17,128,Complexo,3.8,Simples,2.05
Painel_Campanhas_251_v09 (2),11,35.87,4417,Simples,Painel_Campanhas_251,1,2.0,38,Complexo,3.95,Trivial,1.0
Painel_Campanhas_251_v10,14,40.34,4245,Trivial,Painel_Campanhas_251,2,7.29,98,Complexo,3.8,Trivial,1.45
Painel_Campanhas_251_v10 (2),13,91.25,4783,Simples,Painel_Campanhas_251,6,71.04,2821,Muito Complexo,4.25,Complexo,3.65
Painel_Campanhas_251_v10 (3),13,50.85,4752,Simples,Painel_Campanhas_251,1,15.49,343,Muito Complexo,4.25,Simples,2.55
Painel_Campanhas_251_v10 (4),13,53.27,4163,Simples,Painel_Campanhas_251,5,28.26,1170,Complexo,3.8,Médio,2.6
Painel_Campanhas_251_v10A,10,48.83,4230,Simples,Painel_Campanhas_251_v10A,2,22.130000000000003,1041,Complexo,3.95,Médio,2.9
Painel_Campanhas_251_v10B,11,37.11,4238,Simples,Painel_Campanhas_251_v10B,1,3.77,8,Complexo,3.95,Trivial,1.35
Painel_Campanhas_251_v10_vm,13,56.36,4636,Simples,Painel_Campanhas_251_v10_vm,2,25.8,1139,Complexo,3.95,Médio,2.9
Painel_Campanhas_251_v11,17,142.63,5232,Simples,Painel_Campanhas_251,17,142.63,5232,Complexo,3.95,Complexo,3.95
Painel_Campanhas_251_v11 (2),13,40.01,4752,Simples,Painel_Campanhas_251,0,0.0,0,Muito Complexo,4.25,Muito Complexo,
Painel_Campanhas_251_v11 (3),13,34.03,4163,Simples,Painel_Campanhas_251,0,0.0,0,Complexo,3.8,Complexo,
Painel_Campanhas_251_v11A,10,33.34,4230,Simples,Painel_Campanhas_251_v11A,0,0.0,0,Complexo,3.95,Complexo,
Painel_Campanhas_251_vf_01,8,19.990000000000002,3190,Simples,Painel_Campanhas_251_vf_01,0,0.0,0,Médio,3.35,Médio,
Painel_Campanhas_251_vf_01 (2),8,19.990000000000002,3190,Simples,Painel_Campanhas_251_vf_01,0,0.0,0,Médio,3.35,Médio,
Painel_Campanhas_251_vxx,9,16.29,936,Trivial,Painel_Campanhas_251_vxx,2,4.0,80,Médio,3.05,Trivial,1.3
Painel_Campanhas_252,6,47.36,1052,Simples,Painel_Campanhas_252,6,47.36,1052,Médio,3.25,Médio,3.25
Painel_Campanhas_252 (2),10,22.689999999999998,326,Trivial,Painel_Campanhas_252,9,21.79,324,Simples,2.1,Simples,2.1
Painel_Campanhas_252_261_v01,7,52.21,1290,Trivial,Painel_Campanhas_252_261,7,52.21,1290,Complexo,3.5,Complexo,3.5
Painel_Campanhas_252_Conversao_vo1,4,31.82,911,Trivial,Painel_Campanhas_252_Conversao_vo1,4,31.82,911,Médio,2.75,Médio,2.75
Painel_Campanhas_252_v00,7,45.42,1050,Trivial,Painel_Campanhas_252,6,44.29,1044,Médio,3.25,Médio,3.25
Painel_Campanhas_252_v00 (2),7,32.98,706,Trivial,Painel_Campanhas_252,6,29.66,409,Médio,3.05,Simples,2.55
Painel_Campanhas_252_v00_202509151302,14,33.69,1328,Trivial,Painel_Campanhas_252_v00_202509151302,9,19.99,282,Complexo,3.55,Simples,2.05
Painel_Campanhas_252_v00_202509151304,10,20.16,1092,Trivial,Painel_Campanhas_252_v00_202509151304,1,3.01,7,Médio,3.25,Trivial,1.2
Painel_Campanhas_252_v01,14,62.489999999999995,1515,Trivial,Painel_Campanhas_252,10,56.92,1171,Complexo,3.5,Médio,3.15
Painel_Campanhas_252_v01 (2),15,156.98,5337,Simples,Painel_Campanhas_252,13,152.62,4761,Muito Complexo,4.4,Muito Complexo,4.4
Painel_Campanhas_252_v01 (3),15,112.50999999999999,5421,Simples,Painel_Campanhas_252,5,86.45,2921,Muito Complexo,4.55,Complexo,4.1
Painel_Campanhas_252_v011,12,45.94,4963,Simples,Painel_Campanhas_252,0,0.0,0,Muito Complexo,4.25,Muito Complexo,
Painel_Campanhas_252_v011 (2),12,73.21,4963,Simples,Painel_Campanhas_252,2,38.96,597,Muito Complexo,4.25,Médio,3.1
Painel_Campanhas_252_v011 (3),12,45.94,4963,Simples,Painel_Campanhas_252,0,0.0,0,Muito Complexo,4.25,Muito Complexo,
Painel_Campanhas_252_v02,15,58.379999999999995,5020,Simples,Painel_Campanhas_252,3,15.91,336,Muito Complexo,4.4,Simples,2.25
Painel_Campanhas_252_v05,13,43.02,1392,Trivial,Painel_Campanhas_252,6,31.57,676,Complexo,3.6,Médio,2.8
Painel_Campanhas_252_xxx,15,89.47,4932,Simples,Painel_Campanhas_252_xxx,6,65.72,2596,Muito Complexo,4.25,Complexo,3.65
Painel_Campanhas_261,6,25.060000000000002,558,Trivial,Painel_Campanhas_261,4,23.330000000000002,481,Médio,2.8,Médio,2.65
Painel_Campanhas_261 (2),5,16.09,272,Trivial,Painel_Campanhas_261,4,15.34,234,Simples,2.25,Simples,2.15
Painel_Campanhas_261_AWS_vf,8,16.83,201,Trivial,Painel_Campanhas_261_AWS_vf,4,13.53,160,Simples,1.95,Simples,1.95
Painel_Campanhas_261_AWS_vf042026,7,29.18,794,Trivial,Painel_Campanhas_261_AWS_vf042026,5,27.22,747,Médio,2.95,Médio,2.8
Painel_Campanhas_261_AWS_vf042026 (2),7,24.66,498,Trivial,Painel_Campanhas_261_AWS_vf042026,3,21.13,453,Médio,2.7,Simples,2.55
Painel_Campanhas_261_Final,14,42.07,761,Trivial,Painel_Campanhas_261_Final,10,38.92,705,Médio,2.75,Médio,2.85
Painel_Campanhas_261_Final_25042026,23,36.69,955,Trivial,Painel_Campanhas_261_Final,11,25.04,449,Médio,2.85,Simples,2.1
Painel_Campanhas_261_v01,8,24.48,439,Trivial,Painel_Campanhas_261,5,21.85,355,Médio,2.6,Simples,2.3
Painel_Campanhas_261_v01 (2),7,31.18,1177,Simples,Painel_Campanhas_261,2,21.490000000000002,432,Médio,3.35,Médio,2.65
Painel_Campanhas_Ciclo_25_2,4,34.61,540,Trivial,Painel_Campanhas_Ciclo_25_2,4,34.61,540,Médio,3.25,Médio,3.25
Painel_Campanhas_Conversoes_Antigas,11,36.05,4451,Simples,Painel_Campanhas_Conversoes_Antigas,0,0.0,0,Complexo,3.95,Complexo,
Painel_Campanhas_teste,19,188.15,6030,Simples,Painel_Campanhas_teste,17,184.54999999999998,5773,Muito Complexo,4.4,Muito Complexo,4.4
Painel_Custos_2024,7,17.39,821,Trivial,Painel_Custos_2024,1,3.01,62,Complexo,3.45,Trivial,1.2
Painel_Custos_2024 (2),6,47.93,759,Trivial,Painel_Custos_2024,6,47.93,759,Médio,3.35,Médio,3.35
Painel_Custos_2024_old,6,36.04,784,Simples,Painel_Custos_2024,4,31.82,613,Médio,3.35,Médio,3.15
Painel_Custos_2025,3,14.769999999999998,165,Trivial,Painel_Custos_2025,3,14.769999999999998,165,Simples,2.25,Simples,2.25
Painel_Custos_2025 - Copy,6,30.09,760,Trivial,Painel_Custos_2025,3,23.0,449,Médio,3.35,Médio,2.85
Painel_Custos_2025_202501151640,9,33.2,790,Trivial,Painel_Custos_2025_202501151640,7,27.11,347,Médio,3.25,Simples,2.45
Painel_Custos_2025_202505221619,12,35.11,350,Trivial,Painel_Custos_2025_202505221619,9,30.14,185,Médio,3.05,Simples,2.4
Painel_Custos_2025_Fornecedores,9,34.95,334,Trivial,Painel_Custos_2025_Fornecedores,9,34.95,334,Médio,2.8,Médio,2.8
Painel_Custos_2025_Fornecedores_202505221622,7,19.72,113,Trivial,Painel_Custos_2025_Fornecedores_202505221622,6,18.82,84,Trivial,1.65,Trivial,1.65
Painel_Custos_2025_Fornecedores_v01,9,12.89,360,Trivial,Painel_Custos_2025_Fornecedores,2,4.21,50,Médio,2.8,Trivial,1.2
Painel_Custos_2025_old,6,28.990000000000002,403,Trivial,Painel_Custos_2025,4,26.880000000000003,254,Médio,2.9,Médio,2.6
Painel_Custos_2025_teste01,6,33.85,590,Trivial,Painel_Custos_2025_teste01,6,33.85,590,Médio,3.2,Médio,3.2
Painel_Custos_2025_teste02,6,13.799999999999999,214,Trivial,Painel_Custos_2025_teste02,4,10.03,63,Simples,2.4,Trivial,1.35
Painel_Custos_2025_teste03,6,26.37,767,Simples,Painel_Custos_2025_teste03,2,18.0,398,Médio,3.35,Médio,2.65
Painel_Custos_2025_v01,6,28.4,815,Trivial,Painel_Custos_2025,2,20.03,427,Médio,3.35,Médio,2.65
Painel_Custos_2025_v1,6,13.77,767,Simples,Painel_Custos_2025,0,0.0,0,Médio,3.35,Médio,
Painel_Custos_2025_v1 (2),6,13.77,767,Simples,Painel_Custos_2025,0,0.0,0,Médio,3.35,Médio,
Painel_Custos_2025_v2,6,17.4,708,Trivial,Painel_Custos_2025,1,3.01,3,Médio,3.35,Trivial,1.2
Painel_Custos_2025_v2 (2),7,29.67,528,Trivial,Painel_Custos_2025,5,25.9,377,Médio,3.15,Médio,2.65
Painel_Custos_2025_v2 (3),7,28.299999999999997,829,Trivial,Painel_Custos_2025,1,17.52,315,Complexo,3.45,Médio,2.65
Painel_Custos_2025_v222,6,15.829999999999998,607,Trivial,Painel_Custos_2025,2,5.52,64,Médio,3.2,Trivial,1.1
Painel_Custos_2025_v3,6,25.39,773,Simples,Painel_Custos_2025,3,16.59,241,Médio,3.35,Simples,2.1
Painel_Custos_2025_v3 (2),7,30.26,652,Trivial,Painel_Custos_2025,5,26.490000000000002,501,Médio,3.35,Simples,2.55
Painel_Custos_2025_v3testes,7,19.91,830,Trivial,Painel_Custos_2025_v3testes,2,5.52,125,Complexo,3.45,Trivial,1.35
Painel_Custos_2025_v4,6,20.58,647,Simples,Painel_Custos_2025,2,12.17,113,Médio,3.35,Simples,2.05
Painel_Custos_2025_v7,22,62.35,1297,Trivial,Painel_Custos_2025,13,50.05,746,Complexo,4.05,Médio,3.15
Painel_Custos_2025_v7 (2),15,69.02,998,Trivial,Painel_Custos_2025,15,69.02,998,Complexo,3.8,Complexo,3.8
Painel_Custos_2025_v8,18,42.9,1378,Trivial,Painel_Custos_2025,5,22.5,290,Complexo,3.95,Simples,2.4
Painel_Custos_2025_v8X,23,73.64,1677,Trivial,Painel_Custos_2025_v8X,11,59.32,1150,Complexo,4.15,Complexo,3.7
Painel_Custos_2025_v9,20,56.23,1548,Trivial,Painel_Custos_2025,7,38.97,828,Complexo,4.05,Médio,3.1
Painel_Custos_2025_v9 (2),17,47.77,1374,Trivial,Painel_Custos_2025,6,32.24,630,Complexo,3.95,Médio,2.85
Painel_Custos_2026,7,32.4,697,Trivial,Painel_Custos_2026,6,31.569999999999997,643,Médio,3.1,Médio,3.1
Painel_Custos_2026 (2),4,18.82,550,Trivial,Painel_Custos_2026,2,17.240000000000002,427,Médio,2.65,Médio,2.65
Painel_Custos_2026_vf042026,3,6.6899999999999995,548,Trivial,Painel_Custos_2026_vf042026,0,0.0,0,Simples,2.55,Simples,
Painel_Custos_2026_vf042026 (2),3,19.15,548,Trivial,Painel_Custos_2026_vf042026,2,18.32,494,Simples,2.55,Simples,2.55
Painel_Custos_Campanhas_v01,7,39.89,751,Trivial,Painel_Custos_Campanhas,3,33.87,558,Médio,3.2,Médio,2.85
Painel_Custos_Campanhas_v01 - versao com mes corrente,8,31.15,377,Trivial,Painel_Custos_Campanhas_v01 - versao com mes corrente,8,31.15,377,Médio,2.6,Médio,2.6
Painel_Custos_v01,6,13.77,784,Simples,Painel_Custos,0,0.0,0,Médio,3.35,Médio,
Painel_Custos_v01 (2),5,11.42,348,Trivial,Painel_Custos,2,5.02,60,Médio,2.6,Trivial,1.1
Painel_Custos_v02,5,9.66,349,Trivial,Painel_Custos,1,2.51,49,Médio,2.6,Trivial,1.1
Painel_Orlando,4,8.42,85,Trivial,Painel_Orlando,4,8.42,85,Trivial,1.35,Trivial,1.35
Paliativo do Paliativo da Painel Rematricula_22012025,6,17.32,189,Trivial,Paliativo do Paliativo da Painel Rematricula,6,17.32,189,Trivial,1.75,Trivial,1.75
Paliativo do Paliativo do Cubo Rematricula_22012025,14,33.83,223,Trivial,Paliativo do Paliativo do Cubo Rematricula,14,33.83,223,Simples,1.95,Simples,1.95
Parcelas acordos 2023,23,76.9,1210,Trivial,Parcelas acordos 2023,23,76.9,1210,Médio,3.2,Médio,3.2
Pega inscrições e matriculas de 23.2,1,4.03,16,Trivial,Pega inscrições e matriculas de 23.2,1,4.03,16,Trivial,1.4,Trivial,1.4
Pesquisa_Historico_Campanhas,1,2.51,17,Trivial,Pesquisa_Historico_Campanhas,1,2.51,17,Trivial,1.1,Trivial,1.1
Pgms_Paralelos,2,23.27,498,Médio,Pgms_Paralelos,2,23.27,498,Médio,2.6,Médio,2.6
Pre_Faturamento,9,24.13,2379,Trivial,Pre_Faturamento,0,0.0,0,Complexo,3.5,Complexo,
Pre_Faturamento (2),9,80.45,2378,Trivial,Pre_Faturamento,9,80.45,2378,Complexo,3.5,Complexo,3.5
Pre_Faturamento - Copia,9,26.42,2378,Trivial,Pre_Faturamento,1,3.27,56,Complexo,3.5,Trivial,1.25
Pre_Faturamento - teste2,9,40.42,2379,Trivial,Pre_Faturamento - teste2,4,23.27,542,Complexo,3.5,Médio,2.65
Pre_Faturamento_23_1,9,26.42,2379,Trivial,Pre_Faturamento_23_1,1,3.27,57,Complexo,3.5,Trivial,1.25
Pre_Faturamento_23_2,9,26.42,2389,Trivial,Pre_Faturamento_23_2,1,3.27,67,Complexo,3.5,Trivial,1.25
Pre_Faturamento_sem_movimentacao,9,71.38,2079,Trivial,Pre_Faturamento_sem_movimentacao,8,70.78,2038,Médio,3.35,Médio,3.35
Pre_Faturamento_teste,9,34.61,2379,Trivial,Pre_Faturamento_teste,2,14.969999999999999,400,Complexo,3.5,Simples,2.5
Pre_fat_2,8,77.31,2145,Simples,Pre_fat_2,7,73.8,1802,Complexo,3.7,Complexo,3.55
Pricing vs. Sistema - EAD,7,8.9,676,Trivial,Pricing vs. Sistema - EAD,0,0.0,0,Médio,2.95,Médio,
Pricing vs. Sistema - EAD (2),7,29.689999999999998,676,Trivial,Pricing vs. Sistema - EAD,7,29.689999999999998,676,Médio,2.95,Médio,2.95
Pricing vs. Sistema - EAD (3),7,8.9,676,Trivial,Pricing vs. Sistema - EAD,0,0.0,0,Médio,2.95,Médio,
Pricing vs. Sistema - EAD (4),7,8.9,676,Trivial,Pricing vs. Sistema - EAD,0,0.0,0,Médio,2.95,Médio,
Pricing vs. Sistema - EAD (5),7,8.9,676,Trivial,Pricing vs. Sistema - EAD,0,0.0,0,Médio,2.95,Médio,
Pricing vs. Sistema - EAD (6),7,8.9,676,Trivial,Pricing vs. Sistema - EAD,0,0.0,0,Médio,2.95,Médio,
Pricing vs. Sistema - EAD - Alterado,8,9.57,488,Trivial,Pricing vs. Sistema - EAD - Alterado,0,0.0,0,Médio,2.7,Médio,
Pricing vs. Sistema - EAD - Alterado (2),8,14.32,488,Trivial,Pricing vs. Sistema - EAD - Alterado,2,6.779999999999999,13,Médio,2.7,Trivial,1.35
Pricing vs. Sistema - EAD - Alterado (3),8,9.57,488,Trivial,Pricing vs. Sistema - EAD - Alterado,0,0.0,0,Médio,2.7,Médio,
Pricing vs. Sistema - EAD - Alterado (4),8,9.57,488,Trivial,Pricing vs. Sistema - EAD - Alterado,0,0.0,0,Médio,2.7,Médio,
Pricing vs. Sistema - EAD - Alterado (5),8,9.57,488,Trivial,Pricing vs. Sistema - EAD - Alterado,0,0.0,0,Médio,2.7,Médio,
Pricing vs. Sistema - EAD - Alterado (6),8,9.57,488,Trivial,Pricing vs. Sistema - EAD - Alterado,0,0.0,0,Médio,2.7,Médio,
Pricing vs. Sistema - PRESENCIAL,8,14.26,634,Trivial,Pricing vs. Sistema - PRESENCIAL,0,0.0,0,Médio,3.1,Médio,
Pricing vs. Sistema - PRESENCIAL (2),8,47.54,634,Trivial,Pricing vs. Sistema - PRESENCIAL,8,47.54,634,Médio,3.1,Médio,3.1
Pricing vs. Sistema - PRESENCIAL (3),8,14.26,634,Trivial,Pricing vs. Sistema - PRESENCIAL,0,0.0,0,Médio,3.1,Médio,
Pricing vs. Sistema - PRESENCIAL (4),8,14.26,634,Trivial,Pricing vs. Sistema - PRESENCIAL,0,0.0,0,Médio,3.1,Médio,
Pricing vs. Sistema - PRESENCIAL (5),8,14.26,634,Trivial,Pricing vs. Sistema - PRESENCIAL,0,0.0,0,Médio,3.1,Médio,
Pricing vs. Sistema - PRESENCIAL (6),8,14.26,634,Trivial,Pricing vs. Sistema - PRESENCIAL,0,0.0,0,Médio,3.1,Médio,
Priorização da BIS por CPF,1,2.0,37,Trivial,Priorização da BIS por CPF,1,2.0,37,Trivial,1.0,Trivial,1.0
Processo_Adesao_PROUNI,13,78.03999999999999,4172,Simples,Processo_Adesao_PROUNI,2,39.599999999999994,756,Muito Complexo,4.65,Médio,3.3
Processo_Adesao_PROUNI (2),14,102.25,4031,Simples,Processo_Adesao_PROUNI,7,77.28999999999999,2315,Muito Complexo,4.5,Muito Complexo,4.2
Processo_Adesao_PROUNI (3),14,82.1,4029,Simples,Processo_Adesao_PROUNI,3,48.51,1635,Muito Complexo,4.5,Complexo,3.7
Processo_Adesao_PROUNI (4),14,92.47,3357,Trivial,Processo_Adesao_PROUNI,7,73.72,2245,Muito Complexo,4.5,Complexo,3.9
Processo_Adesao_PROUNI (5),14,40.87,3357,Trivial,Processo_Adesao_PROUNI,0,0.0,0,Muito Complexo,4.5,Muito Complexo,
